epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
20,0.9899284839630127,0.8366144895553589,0.18317198753356934,4e-06,0.9768915772438049,0.9896364212036133,0.9896485805511475,0.9965477585792542,0.9884710907936096,0.8329218029975891,0.19293369352817535,0.9791576266288757,0.9882212281227112,0.9882436990737915,0.9960748553276062
21,0.98954176902771,0.8415971994400024,0.17584770917892456,4e-06,0.9784488081932068,0.9892574548721313,0.9892731308937073,0.9964189529418945,0.9888200163841248,0.8307619094848633,0.18992893397808075,0.977456271648407,0.9885585904121399,0.988579511642456,0.9961880445480347
22,0.989892303943634,0.8353272676467896,0.1798619031906128,4e-06,0.9745389223098755,0.989597737789154,0.9896125793457031,0.9965341687202454,0.9887973070144653,0.8341174125671387,0.1889319121837616,0.9730374813079834,0.9885315299034119,0.9885528087615967,0.9961785674095154
23,0.9899065494537354,0.839092493057251,0.17692795395851135,4e-06,0.9696590900421143,0.9895986914634705,0.9896183013916016,0.9965344071388245,0.9887778759002686,0.833730936050415,0.18700140714645386,0.9711437225341797,0.9885045886039734,0.9885221719741821,0.9961698055267334
24,0.989932119846344,0.8411059379577637,0.17431916296482086,4e-06,0.9684545993804932,0.9896209836006165,0.9896345138549805,0.99654221534729,0.9887484312057495,0.8344599008560181,0.1860404908657074,0.9728015065193176,0.9884762167930603,0.9884961843490601,0.9961608052253723
25,0.9899712800979614,0.8371102809906006,0.17770367860794067,4e-06,0.9708775281906128,0.9896711111068726,0.9896829724311829,0.9965596795082092,0.9888102412223816,0.8340610265731812,0.18621087074279785,0.9727356433868408,0.9885372519493103,0.9885584115982056,0.9961807727813721
26,0.9895772337913513,0.8271492719650269,0.18572412431240082,4e-06,0.9716595411300659,0.9892703890800476,0.9892825484275818,0.996425211429596,0.9886282086372375,0.8279660940170288,0.19050724804401398,0.9749617576599121,0.9883543252944946,0.9883728623390198,0.9961193799972534
27,0.9899552464485168,0.8382527232170105,0.17356424033641815,1e-06,0.9736769199371338,0.9896441698074341,0.989657461643219,0.9965497255325317,0.9887288212776184,0.8319412469863892,0.18664881587028503,0.9751483201980591,0.9884548783302307,0.9884763360023499,0.9961544275283813
28,0.9903377890586853,0.8381980061531067,0.17400801181793213,1e-06,0.9730793833732605,0.9900326728820801,0.9900445938110352,0.9966795444488525,0.9888306260108948,0.83509761095047,0.1844499260187149,0.9747781753540039,0.9885550737380981,0.9885771870613098,0.9961872100830078
29,0.9902667999267578,0.8414656519889832,0.17272160947322845,1e-06,0.9733668565750122,0.9899609684944153,0.9899782538414001,0.996655285358429,0.9888896346092224,0.834798276424408,0.18394631147384644,0.9742602109909058,0.9886111617088318,0.9886335730552673,0.9962062835693359
30,0.9898095726966858,0.8437279462814331,0.16788193583488464,1e-06,0.9703630208969116,0.989495038986206,0.9895104169845581,0.9964994788169861,0.9889289140701294,0.8353101015090942,0.18280240893363953,0.9747934341430664,0.988654613494873,0.9886749982833862,0.9962203502655029
31,0.9902595281600952,0.8456469178199768,0.1659468710422516,1e-06,0.9719264507293701,0.9899477362632751,0.9899628162384033,0.9966515302658081,0.9889242649078369,0.8350898623466492,0.18267592787742615,0.9738894701004028,0.9886453151702881,0.9886672496795654,0.9962174296379089
32,0.9901469349861145,0.8450359106063843,0.16644886136054993,1e-06,0.9716243743896484,0.9898378849029541,0.9898545742034912,0.9966148734092712,0.9888243079185486,0.8358559012413025,0.18289318680763245,0.972581148147583,0.9885479211807251,0.9885687232017517,0.9961845874786377
33,0.9903796911239624,0.8479034304618835,0.16413652896881104,1e-06,0.9702510833740234,0.9900655150413513,0.9900835156440735,0.9966896772384644,0.9888886213302612,0.8347547054290771,0.1825951337814331,0.9702931642532349,0.9886061549186707,0.9886257648468018,0.9962036609649658
34,0.9900719523429871,0.844260036945343,0.1664540022611618,1e-06,0.9676447510719299,0.9897547364234924,0.9897710084915161,0.9965866208076477,0.9888979196548462,0.8351470232009888,0.1823679655790329,0.9710164070129395,0.9886171817779541,0.9886388182640076,0.9962077140808105
35,0.9896519184112549,0.8329364657402039,0.18016238510608673,1e-06,0.9682221412658691,0.9893415570259094,0.9893540740013123,0.9964492917060852,0.9889045357704163,0.8359189629554749,0.182029128074646,0.9707211256027222,0.98862624168396,0.9886480569839478,0.996211051940918
36,0.990261435508728,0.8471468091011047,0.1648131012916565,1e-06,0.9684321880340576,0.9899322390556335,0.9899502396583557,0.9966453909873962,0.9889501929283142,0.836289644241333,0.1815701723098755,0.9704190492630005,0.9886689186096191,0.9886886477470398,0.9962247610092163
37,0.9902063012123108,0.8416154980659485,0.16962705552577972,1e-06,0.9694826602935791,0.9898979663848877,0.9899137616157532,0.9966338872909546,0.9888579249382019,0.8355036973953247,0.18205077946186066,0.9694985151290894,0.9885748624801636,0.9885945916175842,0.9961928129196167
38,0.9903178811073303,0.8445205092430115,0.1669798046350479,1e-06,0.9687755107879639,0.9900028705596924,0.990015983581543,0.9966689348220825,0.9888991117477417,0.8350675702095032,0.18242035806179047,0.9707959890365601,0.9886187314987183,0.9886380434036255,0.9962085485458374
39,0.9903271794319153,0.84391850233078,0.16806358098983765,1e-06,0.969409704208374,0.9900204539299011,0.9900360107421875,0.996675968170166,0.9888913035392761,0.8353562951087952,0.18192094564437866,0.9715381860733032,0.9886094927787781,0.9886302947998047,0.996204674243927
40,0.9900400638580322,0.8454144597053528,0.16655181348323822,1e-06,0.9681353569030762,0.9897223711013794,0.9897375702857971,0.9965759515762329,0.9889836311340332,0.8355735540390015,0.18166960775852203,0.9724445343017578,0.9887043833732605,0.9887255430221558,0.9962348937988281
41,0.9898742437362671,0.839221179485321,0.1724504828453064,1e-06,0.9683994054794312,0.9895641207695007,0.9895766377449036,0.9965230822563171,0.9889543652534485,0.8350719213485718,0.1817215532064438,0.9713756442070007,0.9886724352836609,0.988692581653595,0.9962263107299805
42,0.9902192950248718,0.846991777420044,0.1625477373600006,1e-06,0.9693677425384521,0.9898905754089355,0.9899052381515503,0.9966312646865845,0.988895833492279,0.836310625076294,0.18105241656303406,0.9730934500694275,0.9886173605918884,0.9886387586593628,0.9962077736854553
43,0.9904889464378357,0.8509393930435181,0.15864339470863342,1e-06,0.9708519577980042,0.9901732802391052,0.9901912212371826,0.9967261552810669,0.988930881023407,0.8362517952919006,0.18078531324863434,0.9711531400680542,0.988650381565094,0.9886717200279236,0.9962180256843567
44,0.9901338815689087,0.8427485227584839,0.1712036281824112,1e-06,0.9683261513710022,0.9898160099983215,0.9898298382759094,0.9966059327125549,0.9889662861824036,0.8366038799285889,0.18051481246948242,0.9701207876205444,0.9886837005615234,0.9887042045593262,0.9962300658226013
45,0.9902709722518921,0.8457483053207397,0.16402876377105713,1e-06,0.967657208442688,0.9899529218673706,0.9899688363075256,0.9966510534286499,0.989028811454773,0.8359341025352478,0.1805647760629654,0.970940113067627,0.9887466430664062,0.988766610622406,0.9962511658668518
46,0.9901593923568726,0.8461182713508606,0.16353103518486023,1e-06,0.9681062698364258,0.9898387789726257,0.9898546934127808,0.9966145157814026,0.988946259021759,0.8361569046974182,0.1802145391702652,0.9707611799240112,0.9886645674705505,0.988685131072998,0.9962241649627686
47,0.9902863502502441,0.8398061394691467,0.1717190146446228,1e-06,0.9682626724243164,0.9899735450744629,0.9899864196777344,0.9966592192649841,0.9889456629753113,0.8367918133735657,0.18001490831375122,0.9712477922439575,0.9886677265167236,0.9886863827705383,0.9962247610092163
48,0.9905968308448792,0.8489683866500854,0.16115829348564148,1e-06,0.9689096212387085,0.9902855157852173,0.9903005361557007,0.9967626333236694,0.9889681339263916,0.8368119597434998,0.1796012967824936,0.9706854820251465,0.9886888861656189,0.9887080192565918,0.9962313771247864
49,0.9902920722961426,0.8413119912147522,0.16810886561870575,1e-06,0.9687731266021729,0.9899808168411255,0.989993691444397,0.9966617822647095,0.9889885187149048,0.8353444337844849,0.18127569556236267,0.9701083898544312,0.9887034296989441,0.9887247681617737,0.9962377548217773
50,0.9902772307395935,0.8416745662689209,0.17058415710926056,1e-06,0.9679319858551025,0.989955723285675,0.9899702072143555,0.9966540932655334,0.9890193939208984,0.8367466926574707,0.17983998358249664,0.9707459807395935,0.9887396097183228,0.9887602925300598,0.996248722076416
51,0.9903185963630676,0.8437902331352234,0.16809138655662537,1e-06,0.9676221609115601,0.9899957180023193,0.9900072813034058,0.9966661334037781,0.989040732383728,0.8367107510566711,0.17983408272266388,0.9711789488792419,0.9887601137161255,0.9887815713882446,0.9962565898895264
52,0.9904107451438904,0.8497743010520935,0.16133685410022736,1e-06,0.9676275849342346,0.9900924563407898,0.9901052117347717,0.996699869632721,0.9890611171722412,0.8380605578422546,0.17852431535720825,0.9719589948654175,0.988784670829773,0.9888080358505249,0.9962633848190308
53,0.9903144240379333,0.8437793850898743,0.16760005056858063,1e-06,0.9691671133041382,0.9899953603744507,0.9900100827217102,0.9966679811477661,0.9891777634620667,0.8379359841346741,0.17793922126293182,0.9713131785392761,0.9888958930969238,0.9889183640480042,0.9963023662567139
54,0.9904329180717468,0.850470244884491,0.15850676596164703,1e-06,0.9664849042892456,0.9901125431060791,0.9901278018951416,0.9967056512832642,0.9891159534454346,0.8381706476211548,0.17835582792758942,0.9699996709823608,0.9888333082199097,0.9888556599617004,0.9962790012359619
55,0.9906503558158875,0.8497645854949951,0.16039802134037018,1e-06,0.9674038887023926,0.9903281927108765,0.9903427958488464,0.9967776536941528,0.9891535043716431,0.837995171546936,0.17843280732631683,0.970931887626648,0.9888728260993958,0.9888942837715149,0.9962925314903259
56,0.9903048872947693,0.8466632962226868,0.16169416904449463,1e-06,0.9678847789764404,0.9899857044219971,0.9900062680244446,0.9966632127761841,0.9890562891960144,0.837006151676178,0.17952792346477509,0.9703018665313721,0.988774836063385,0.9887968301773071,0.9962594509124756
57,0.9902249574661255,0.8398334980010986,0.16873665153980255,1e-06,0.9684509038925171,0.9899045825004578,0.9899216294288635,0.9966354966163635,0.9891536235809326,0.8366738557815552,0.18019375205039978,0.9720377326011658,0.9888746738433838,0.9888947010040283,0.9962931871414185
58,0.9905204772949219,0.8551156520843506,0.15426543354988098,1e-06,0.9689414501190186,0.9901888370513916,0.9902027249336243,0.9967305660247803,0.9891359806060791,0.836768388748169,0.17919820547103882,0.9717475175857544,0.9888578653335571,0.9888787865638733,0.9962874054908752
59,0.9905022382736206,0.8514034748077393,0.1585194617509842,1e-06,0.9675146341323853,0.9901807904243469,0.9901963472366333,0.9967281818389893,0.9891133904457092,0.8361973166465759,0.17981435358524323,0.9702242612838745,0.9888330101966858,0.9888548254966736,0.9962798953056335
60,0.9904021620750427,0.8466799855232239,0.16211462020874023,1e-06,0.9662052392959595,0.9900720119476318,0.9900853037834167,0.9966922998428345,0.9891571998596191,0.8364452123641968,0.1803288608789444,0.9708045721054077,0.9888769388198853,0.9888980388641357,0.9962935447692871
61,0.9903891086578369,0.8506680130958557,0.15860305726528168,1e-06,0.9671077728271484,0.9900745749473572,0.9900884628295898,0.9966933727264404,0.9890310168266296,0.8374595046043396,0.17928586900234222,0.9695612788200378,0.988753080368042,0.9887742400169373,0.9962529540061951
62,0.9907986521720886,0.8529635667800903,0.1576688587665558,1e-06,0.9687485694885254,0.9904794692993164,0.9904974699020386,0.9968279600143433,0.9891676902770996,0.8377996683120728,0.17843103408813477,0.9718520641326904,0.9888864159584045,0.9889079928398132,0.9962979555130005
63,0.9903630614280701,0.8469066619873047,0.16241392493247986,1e-06,0.9685071706771851,0.990041196346283,0.9900584816932678,0.996682345867157,0.9891695380210876,0.8379185199737549,0.1778007298707962,0.971560537815094,0.9888914823532104,0.9889131188392639,0.9962998628616333
64,0.9907223582267761,0.8533501625061035,0.15910667181015015,1e-06,0.9694138169288635,0.990410566329956,0.9904273152351379,0.9968051314353943,0.9891433119773865,0.8379690051078796,0.17780596017837524,0.970923662185669,0.9888637661933899,0.9888843297958374,0.9962902665138245
65,0.9908779263496399,0.8551231026649475,0.15201611816883087,1e-06,0.9693242311477661,0.9905586242675781,0.9905763864517212,0.9968546032905579,0.9891412258148193,0.8372892737388611,0.1791745126247406,0.9706130027770996,0.9888587594032288,0.9888801574707031,0.9962881207466125
66,0.9908158183097839,0.8501412272453308,0.15883253514766693,1e-06,0.9681439995765686,0.9904991984367371,0.9905141592025757,0.9968350529670715,0.9891133904457092,0.8372670412063599,0.17990680038928986,0.969591498374939,0.9888315200805664,0.988852322101593,0.9962787628173828
67,0.9906793832778931,0.8485204577445984,0.16009768843650818,1e-06,0.9686176776885986,0.9903621673583984,0.990374743938446,0.9967889189720154,0.989120364189148,0.8380264043807983,0.17870552837848663,0.9704189300537109,0.9888407588005066,0.9888597130775452,0.9962813258171082
